"","x"
"1264",7822.39729761227
"1265",5768.77893600846
"1266",4565.5882271256
"1267",24803.9772497936
"1268",11392.6023791221
"1269",1171.96493770354
"1270",23117.3133799383
"1271",1603.25251027584
"1272",1195.69587688096
"1273",2820.63479770407
"1274",11986.4864454697
"1275",2241.64158426778
"1276",12485.0893092256
"1277",5483.37537993227
"1278",2520.70960815152
"1279",9000.3090882295
"1280",7954.34638237718
"1281",3276.18766811341
"1282",7263.15088130669
"1283",3708.41508671078
"1284",3726.44212631904
"1285",511.495295152992
"1286",5050.95121024093
"1287",1557.6235690685
"1288",1258.71372684915
"1289",7127.25721080864
"1290",2972.74399015326
"1291",3211.75673530768
"1292",1094.19692867454
"1293",33681.2218125326
"1294",2864.03480119645
"1295",2046.38148601541
"1296",4846.79680391043
"1297",738.276272017366
"1298",14403.7990588859
"1299",1851.21261997442
"1300",853.827358830001
"1301",2556.30344722687
"1302",2632.63287730731
"1303",2432.6961998675
"1304",16290.192623225
"1305",2664.08785546246
"1306",4363.67288007895
"1307",6723.66476275523
"1308",1204.9118262362
"1309",1035.18730063193
"1310",29680.5025701998
"1311",3338.9284745911
"1312",27885.6955046915
"1313",5462.14517158745
"1314",8556.91175649239
"1315",8021.32279878344
"1316",2707.84774812113
"1317",1485.41433954865
"1318",10588.8853131301
"1319",10920.6803207906
"1320",2295.75611839635
"1321",8780.31354750613
"1322",3738.7235027971
"1323",3289.78884700001
"1324",2098.54267765144
"1325",17167.6407094525
"1326",22844.9451346421
"1327",5264.07565680322
"1328",736.578501608892
"1329",3179.19477470614
"1330",1520.06248201999
"1331",1139.70972911857
"1332",1044.09233720911
"1333",1873.57851247683
"1334",4279.41795771632
"1335",6162.00967148113
"1336",68.7008295682156
"1337",4080.64810457389
"1338",2106.21664703089
"1339",25824.4598833958
"1340",2399.26625791894
"1341",10340.1801021023
"1342",30048.8376669168
"1343",1668.91693753551
"1344",414.16093205051
"1345",6502.68980004043
"1346",2949.40543088115
"1347",1710.93086005586
"1348",20513.2144321439
"1349",62288.0295058301
"1350",1871.53774036658
"1351",1547.25979401596
"1352",1408.70734465699
"1353",1612.51486223257
"1354",2017.32427093357
"1355",26102.2241358929
"1356",8696.73014464196
"1357",3607.00681519835
"1358",8301.83956100307
"1359",1732.30852506329
"1360",6697.3382629082
"1361",8585.39331270562
"1362",5209.29997845532
"1363",10736.8352849294
"1364",1593.66487767253
"1365",1605.02588936969
"1366",2162.73979249364
"1367",32724.5564338777
"1368",18427.2038763607
"1369",1556.81633673979
"1370",4668.1523005479
"1371",1411.29748142093
"1372",11213.9126821103
"1373",2582.20323967037
"1374",4049.6892677538
"1375",1264.24787513286
"1376",1956.55596950603
"1377",2735.20605085813
"1378",3376.4547459701
"1379",1570.2725771759
"1380",1113.53681306982
"1381",4065.33870269969
"1382",6500.76906879599
"1383",353.434561865056
"1384",18697.5460072465
"1385",2864.67447917312
"1386",1611.08360645629
"1387",6916.04540110999
"1388",4618.50034412228
"1389",826.677257263613
"1390",2808.13864146867
"1391",4322.49937865917
"1392",1459.21960496553
"1393",1742.75497914438
"1394",7849.31706673903
"1395",18487.8067004783
"1396",6012.52122862698
"1397",2669.01459482415
"1398",2732.95264410941
"1399",2172.24493409106
"1400",2339.2291411895
"1401",5867.47849097383
"1402",2079.20936157988
"1403",13302.018647969
"1404",1623.37247679871
"1405",2397.82336446065
"1406",21023.3143118808
"1407",1545.12799472256
"1408",2514.65837842511
"1409",8506.6560616032
"1410",1380.28969714615
"1411",1502.58173182993
"1412",4476.3637559613
"1413",14784.6766314937
"1414",2086.53406497994
"1415",1663.86666974141
"1416",4432.73763829301
"1417",4056.33165177542
"1418",1362.44855596227
"1419",990.023688335114
"1420",8466.02460319104
"1421",2189.23763670402
"1422",4730.81972234397
"1423",2148.49682218045
"1424",920.654556440864
"1425",2427.88288981984
"1426",3604.21107517763
"1427",6870.03091597482
"1428",6324.15380675213
"1429",3586.41280862773
"1430",2143.7090522742
"1431",2282.28245475698
"1432",1341.3693077823
"1433",108571.42037172
"1434",2646.73907248453
"1435",5204.53243503024
"1436",1406.17544544087
"1437",4080.59718334162
"1438",27754.5212181691
"1439",25693.2049047832
"1440",3945.70149295956
"1441",968.968388233831
"1442",41735.9900286521
"1443",2606.66721990916
"1444",725.84513175314
"1445",34785.2687214499
"1446",4497.60695345634
"1447",2716.9863570904
"1448",12666.5061990371
"1449",2950.45607317485
"1450",3772.25218635459
"1451",5455.41503016124
"1452",10082.9681886278
"1453",7690.87134881312
"1454",26510.0297004937
"1455",2252.08668949752
"1456",68785.4446976346
"1457",2471.68557636507
"1458",1919.27986631506
"1459",16087.7442227333
"1460",71809.1177394076
"1461",2941.71023029167
"1462",2781.66541146089
"1463",5930.18890603115
"1464",4787.38057291721
"1465",258750.836654726
"1466",36941.1590797385
"1467",2156.46208736518
"1468",1834.79785396302
"1469",1780.26649785223
"1470",9518.76020634481
"1471",4897.75825512528
"1472",1388.09717643463
"1473",1034.54487069718
"1474",1030.33510541747
"1475",2179.32318304094
"1476",1006.5048571668
"1477",10432.0788180974
"1478",2301.7408327553
"1479",7194.15202685269
"1480",1363.59213665731
"1481",2565.07607832062
"1482",1900.39096642266
"1483",3962.52213524725
"1484",12571.5396290415
"1485",2692.09544831526
"1486",2443.45674264864
"1487",11206.0662850316
"1488",2856.08241778672
"1489",11348.5983326772
"1490",4281.53493040479
"1491",2757.68413974493
"1492",5207.69066898955
"1493",7331.48203199581
"1494",30897.5843533254
"1495",1942.12480479112
"1496",8816.71376554364
"1497",1745.45683863449
"1498",4342.78990589072
"1499",1942.61514057151
"1500",2503.80710074955
"1501",4026.82929171581
"1502",5415.85177456694
"1503",1553.87560901332
"1504",4364.44483450282
"1505",2809.78010562717
"1506",11824.5271484623
"1507",4929.02150754878
"1508",7400.63166781099
"1509",2582.29694067307
"1510",5617.18258917639
"1511",1780.35520822684
"1512",2112.42822518928
"1513",892.071675505654
"1514",6703.5155700334
"1515",2020.02448598367
"1516",20029.6534609894
"1517",-810.018420183489
"1518",1615.01042390905
"1519",7814.50335913582
"1520",10901.1088405111
"1521",10014.9428410913
"1522",34868.7706228026
"1523",5214.14367487442
"1524",12244.9486199782
"1525",2583.18492263341
"1526",3124.05680418387
"1527",32231.9237837561
"1528",18592.1860139525
"1529",3193.31747602012
"1530",1344.47031116526
"1531",1749.23684591598
"1532",5458.4512693146
"1533",3532.18047100531
"1534",5564.95226619964
"1535",6126.00291814899
"1536",499.376178433632
"1537",4519.94723020801
"1538",2854.35338357589
"1539",7375.11591045319
"1540",1532.96412825041
"1541",1841.99930888284
"1542",32058.4825927551
"1543",10302.1412360614
"1544",4271.56677853483
"1545",47104.0822859418
"1546",1816.58637487735
"1547",3875.41660308936
"1548",10383.9914856135
"1549",1122.70097462895
"1550",35665.7991058353
"1551",2161.73297079313
"1552",1900.34077231484
"1553",5876.58520841467
"1554",2762.30726486424
"1555",1646.52579141695
"1556",3533.00605378977
"1557",5357.39451032816
"1558",-91.8637479164962
"1559",35786.1940457689
"1560",8924.24472552607
"1561",1439.37371107787
"1562",1036.32086561722
"1563",1279.53287324743
"1564",3383.13556764658
"1565",1190.02866774923
"1566",5378.94281375612
"1567",7920.26205109268
"1568",10414.1160685774
"1569",9940.12724468702
"1570",1343.11722032186
"1571",4375.91204965654
"1572",1288.38475970094
"1573",3126.61013335072
"1574",1219.39643813158
"1575",23131.3518977819
"1576",5392.5357036614
"1577",3939.96826646745
"1578",9934.15702758376
"1579",41497.3537165588
"1580",1885.81169058863
"1581",79.2807392023958
"1582",10410.6349669054
"1583",1077.29913504975
"1584",1596.89354193761
"1585",2038.22665504501
"1586",2165.58867812389
"1587",-927.14304490878
"1588",12123.1156748195
"1589",17601.4716610892
"1590",13033.5557628954
"1591",24727.4008150744
"1592",27169.2656542509
"1593",27587.4525721323
"1594",-6074.46254644837
"1595",6122.29507621348
"1596",5112.73974438865
"1597",26391.8169613218
"1598",1471.4665290481
"1599",14743.0821643487
"1600",-132.080680051464
"1601",1606.70843078842
"1602",8483.77068795813
"1603",1479.37692208245
"1604",21889.4679421325
"1605",1492.901254414
"1606",3912.41619420948
"1607",1390.10564943856
"1608",2122.07456827846
"1609",2438.42593664244
"1610",784.832930808956
"1611",14352.4468098266
"1612",1339.08165063952
"1613",7385.54542724869
"1614",4414.2775585258
"1615",2580.98315886132
"1616",1867.93730417948
"1617",3465.05529262303
"1618",5616.73826907987
"1619",2085.32713672164
"1620",9388.76259549132
"1621",2598.56624801764
"1622",29505.175225698
"1623",2818.90098045382
"1624",1453.62291322488
"1625",2566.72496543824
"1626",1065.45006746827
"1627",881.119599635378
"1628",5883.42679112839
"1629",3015.68332797553
"1630",33868.9297565344
"1631",5753.73783049307
"1632",7959.70822567681
"1633",6306.41117569862
"1634",26137.1103969662
"1635",4613.68326975026
"1636",3174.29009335017
"1637",8904.34967162749
"1638",2212.76911765133
"1639",2355.9873978989
"1640",78301.2456040589
"1641",1804.01582029756
"1642",2585.14940249336
"1643",1879.7298435125
"1644",1727.83510490108
"1645",11153.6019883506
"1646",1583.95723649575
"1647",1083.96672252644
"1648",872.475121815468
"1649",881.253293418397
"1650",1964.03035086273
"1651",83811.2512413747
"1652",3955.13908305531
"1653",6704.49730702788
"1654",1760.0551331256
"1655",2089.55059490683
"1656",2015.16356224405
"1657",2455.0871527994
"1658",1793.72158042993
"1659",172.749123566282
"1660",1951.74666471774
"1661",6796.47140213607
"1662",2776.40876493409
"1663",22624.2988285103
"1664",1662.31334119438
"1665",7572.84401827216
"1666",1320.27407206593
"1667",1987.30316060218
"1668",41708.6444597295
"1669",50027.4921272877
"1670",5198.86307311303
"1671",14370.2332635363
"1672",1798.02602935712
"1673",35784.7889415588
"1674",4030.18076079455
"1675",1261.17784937499
"1676",55722.9688355791
"1677",41107.000745881
"1678",2618.69504571812
"1679",12300.2312420991
"1680",6571.65504749733
"1681",3489.70719994014
"1682",12020.9179277287
"1683",29618.0008030066
"1684",1321.31009198747
"1685",3238.14098583737
"1686",2192.91199082813
"1687",4869.57311885647
"1688",9865.29026752255
"1689",4947.24751715345
"1690",1337.12997550644
"1691",1697.89503047217
"1692",23062.3989825552
"1693",25055.3273007486
"1694",820.859168739308
"1695",33076.4851928182
"1696",1979.08295611137
"1697",31195.768688877
"1698",903.189429044082
"1699",1401.87724676218
"1700",8700.69613892071
"1701",836.795233167849
"1702",2282.05551955006
"1703",511.085827022077
"1704",2020.93871165335
"1705",1581.17317261401
"1706",1936.43108423966
"1707",1079.33446637437
"1708",1181.39871890746
"1709",11746.3118712464
"1710",11598.1599745903
"1711",28088.5333604316
"1712",1246.01074523413
"1713",1290.62176060067
"1714",3575.92913033825
"1715",4271.30734991943
"1716",3909.15145573445
"1717",8823.24097210351
"1718",2381.304142637
"1719",2213.95405165447
"1720",9124.12244325097
"1721",34573.2744028915
"1722",220163.615201361
"1723",11103.3830408069
"1724",843.285471254563
"1725",991.256102617434
"1726",1101.59137008067
"1727",1326.25243809172
"1728",1397.22691633437
"1729",945.034722220673
"1730",13008.8838790064
"1731",1414.0636575089
"1732",2662.53762681796
"1733",10489.1936671805
"1734",9917.56756673417
"1735",2965.68451398507
"1736",2124.70894428603
"1737",20530.9347760946
"1738",1435.70381290789
"1739",59619.9226441582
"1740",4233.8486900752
"1741",7176.77348294146
"1742",12908.2393332006
"1743",2491.06678390204
"1744",8591.96225370552
"1745",1678.85000510727
"1746",2160.16451958924
"1747",19768.7787868303
"1748",19044.5796045633
"1749",6344.2860375046
"1750",1934.50590652354
"1751",10819.2672209969
"1752",26188.6510207576
"1753",5568.78043959256
"1754",13797.9846596609
"1755",3238.07117448612
"1756",4964.56602684139
"1757",1150.68265132282
"1758",3388.16573139315
"1759",11385.5389551589
"1760",1968.56849961392
"1761",3225.09984188469
"1762",1535.24047460327
"1763",2248.82657104649
"1764",1792.6645238392
"1765",87196.1636883737
"1766",4264.71795754093
"1767",33673.1498071867
"1768",3449.52957238563
"1769",3828.36400547742
"1770",1856.97351956589
"1771",35171.6068178449
"1772",4880.80360721988
"1773",3933.2948039076
"1774",165102.198174967
"1775",1661.28381118132
"1776",5114.6323117283
"1777",11092.1035272443
"1778",1328.2961867032
"1779",1219.39643813158
"1780",827.542988807165
"1781",5914.94754811663
"1782",1688.95403208077
"1783",11306.1434407282
"1784",5664.4343982365
"1785",19516.1198857666
"1786",1564.2920410735
"1787",26016.1423354638
"1788",878.152078169437
"1789",1751.78708835146
"1790",4048.10981140758
"1791",32787.4907762877
"1792",1812.38798509801
"1793",1118.06812993363
"1794",3745.5438104505
"1795",6961.31104846437
"1796",5293.90133824393
"1797",2163.8835985258
"1798",1005.06378478685
"1799",1622.02137656482
"1800",1711.18634850118
"1801",8113.6680953119
"1802",46844.3251170345
"1803",39492.4414797894
"1804",4188.938169384
"1805",18033.855623468
"1806",42127.2736638597
"1807",3531.31119518292
"1808",17553.0677169508
"1809",7206.76056148049
"1810",14560.9778339572
"1811",1531.68440510522
"1812",2850.54878170016
"1813",7871.93013762865
"1814",2002.72108819681
"1815",1736.19169136578
"1816",10229.7060423685
"1817",9726.68974431452
"1818",2004.07341539753
"1819",1191.77006519954
"1820",5152.49892161452
"1821",1325.24599240046
"1822",2610.00968975854
"1823",7925.39669357362
"1824",1555.21240947018
"1825",10077.0906341432
"1826",4357.73216131284
"1827",5755.07377804569
"1828",3089.26749720637
"1829",19991.2039041809
"1830",741.915035053307
"1831",1774.79554420009
"1832",8534.08205435515
"1833",2660.58696695462
"1834",1642.59648971501
"1835",16213.2909085407
"1836",2118.00934817614
"1837",8745.1215140754
"1838",13409.0465877272
"1839",12654.1505253662
"1840",950.990429425274
"1841",53.9381707791165
"1842",23130.30769827
"1843",29880.7658261864
"1844",8160.45932303762
"1845",3613.11774355843
"1846",6971.38793864283
"1847",22674.0173400899
"1848",879.550312366033
"1849",25662.1074701644
"1850",793.312029031414
"1851",121.459264984749
"1852",5268.39188786141
"1853",1706.12954719056
"1854",20881.8989501056
"1855",2750.00330150232
"1856",1037.30771724792
"1857",1404.28174278453
"1858",-812.311601025124
"1859",3424.62021853072
"1860",4713.33654431921
"1861",1898.03981196349
"1862",57165.3422817654
"1863",9333.94052871652
"1864",8010.29374105923
"1865",69921.8841943858
"1866",1420.12577216879
"1867",5835.29615693406
"1868",1165.72058775018
"1869",393.535220095772
"1870",5987.83537192894
"1871",30017.3295650724
"1872",2052.32912675223
"1873",2221.43787487987
"1874",2795.63917257269
"1875",879.900352760518
"1876",2461.59164995256
"1877",4764.29664162062
"1878",3742.21755858637
"1879",2309.37998335339
"1880",1942.85570364392
"1881",4450.08669926993
"1882",77871.4647499519
"1883",7781.44216381029
"1884",4717.35297011967
"1885",3191.40755941325
"1886",6420.82170221643
"1887",30332.6244388443
"1888",4711.31368643381
"1889",2171.32339064059
"1890",17455.6024421569
"1891",1558.39866155587
"1892",4002.02707460186
"1893",6663.04696691806
"1894",5006.61989749896
"1895",8456.32498624768
"1896",5388.94509805673
"1897",12568.2261350227
"1898",7445.67755596748
"1899",17458.0031986121
"1900",37000.7100781896
"1901",4798.48118171821
"1902",1948.5201437485
"1903",27627.9180071977
"1904",15456.825575785
"1905",2821.61805437837
"1906",924.661491627373
"1907",4081.28453348498
"1908",3977.06214539047
"1909",38133.454444492
"1910",30296.0078073635
"1911",4087.31692488314
"1912",10278.2514156592
"1913",1609.40391466803
"1914",65906.6295381983
"1915",879.469301050463
"1916",19998.6762331078
"1917",1449.905698694
"1918",1962.50625628328
"1919",1399.61215332059
"1920",937.442090891993
"1921",125293.665056311
"1922",1507.99402176304
"1923",759.656718054641
"1924",384.194924961019
"1925",2702.7215704823
"1926",5874.30221212217
"1927",9416.82894893838
"1928",2201.2000383693
"1929",1739.63855999433
"1930",5563.61460283149
"1931",918.240774513446
"1932",4928.71861047232
"1933",24774.5748431091
"1934",5913.72608896465
"1935",1031.69241476127
"1936",7977.69056587712
"1937",14751.0874052677
"1938",5625.90367917724
"1939",2660.15343112652
"1940",2495.6842949723
"1941",4458.50153703968
"1942",30446.0415642598
"1943",6258.55967518417
"1944",3919.18805282652
"1945",1406.04741573817
"1946",1298.71147343248
"1947",53115.5486220358
"1948",56235.2971539819
"1949",3211.62212975176
"1950",6968.39625768363
"1951",2414.80714608696
"1952",1365.53790906913
"1953",929.30403402458
"1954",10699.730678721
"1955",762.557337364076
"1956",77097.0409061039
"1957",3426.60631565821
"1958",2287.45041167406
"1959",2651.98724010047
"1960",6441.28938098283
"1961",319.199187419793
"1962",3772.20943359736
"1963",11505.5175769831
"1964",37768.3796888216
"1965",6208.4616714617
"1966",2363.79487238099
"1967",56138.2345106516
"1968",1519.90987966094
"1969",751.695330909256
"1970",4577.79342834413
"1971",84307.5163627817
"1972",1678.23664272366
"1973",2531.1858460733
"1974",89.7562250948957
"1975",1859.83422334078
"1976",33776.6135665073
"1977",2396.0276226393
"1978",1525.58943041806
"1979",30323.5319442894
"1980",1490.46077398606
"1981",30501.2460101201
"1982",4701.72135604856
"1983",28362.5690342867
"1984",186827.401742384
"1985",6610.61504856136
"1986",34390.3098273493
"1987",2898.44931746473
"1988",85756.212666825
"1989",5255.39111894124
"1990",3431.22921559451
"1991",2683.54641537601
"1992",11474.0648715458
"1993",5038.21793057426
"1994",5795.04792898389
"1995",914.178625704934
"1996",977.68377884171
"1997",9609.40621240519
"1998",8448.47272096622
"1999",2112.09717373643
"2000",16056.6181735929
