CONSECUTIVO,COMPRA_CARTERA,EDAD,ACIERTA,QUANTO,ACT_LAB,ANT_DAV,SALDO_DAV_ANT,SALDO_DAV_ACT,CUPO_DAV,ANT_SF,SALDO_SF_ANT,SALDO_SF_ACT,CUPO_SF,NUM_PROD_P1,NUM_PROD_P2,NUM_PROD_P3,NUM_PROD_P4,ENTIDAD_COMPRA
3135,0,60.0,811.0,5821.0,E,0.92,1998.0,1371.0,10399.0,12.92,72646.0,74423.0,10399.0,6.0,1.0,2.0,1.0,
3136,0,40.0,749.0,7684.0,I,1.25,84016.0,77997.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,
3137,0,40.0,806.0,1954.0,E,0.92,8397.0,8696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3138,0,40.0,715.0,4960.0,I,2.33,2630.0,3464.0,14999.0,12.17,17927.0,19080.0,14999.0,2.0,0.0,1.0,0.0,
3139,0,50.0,873.0,16703.0,I,20.67,11523.0,6104.0,26199.0,13.92,45259.0,45196.0,26199.0,0.0,2.0,2.0,1.0,
3140,0,40.0,719.0,1946.0,E,1.83,12296.0,12808.0,0.0,0.58,1489.0,1421.0,0.0,0.0,0.0,0.0,1.0,
3141,0,32.0,822.0,2409.0,E,2.25,14804.0,14804.0,0.0,10.58,4777.0,5262.0,0.0,0.0,1.0,0.0,2.0,
3142,1,50.0,816.0,16893.0,E,10.58,2796.4,1398.2,6199.0,19.67,89260.0,90277.0,6199.0,0.0,7.0,1.0,2.0,P2
3143,0,40.0,782.0,3635.0,E,0.5,16321.0,16640.0,0.0,19.42,3787.0,4108.0,0.0,0.0,2.0,2.0,0.0,
3144,0,40.0,749.0,3966.0,E,3.17,35331.0,37170.0,8937.0,8.83,726.0,836.0,8937.0,2.0,0.0,2.0,1.0,
3145,0,70.0,490.0,18193.0,I,11.92,62780.0,64084.0,62810.0,8.5,87703.0,87703.0,62810.0,0.0,1.0,1.0,0.0,
3146,1,60.0,870.0,11891.0,E,3.75,5395.05,1654.79,114600.0,9.92,842.0,16128.0,114600.0,0.0,1.0,1.0,0.0,P2
3147,1,60.0,854.0,15932.0,I,5.33,4190.01,1051.43,90000.0,11.58,341339.0,345043.0,90000.0,0.0,1.0,0.0,1.0,P2
3148,1,60.0,837.0,4786.0,I,3.0,6757.96,3251.24,4999.0,4.42,37888.0,91228.0,4999.0,0.0,3.0,0.0,0.0,P2
3149,0,32.0,844.0,2136.0,E,7.17,2656.0,2656.0,12899.0,2.42,0.0,0.0,12899.0,0.0,0.0,1.0,0.0,
3150,0,32.0,833.0,5175.0,E,1.83,96.0,5210.0,14999.0,1.0,671.0,422.0,14999.0,0.0,1.0,0.0,0.0,
3151,0,50.0,864.0,9432.0,E,4.83,7366.0,7617.0,33849.0,10.5,5376.0,5376.0,33849.0,0.0,0.0,2.0,1.0,
3152,0,70.0,601.0,1565.0,E,1.33,1477.0,1580.0,1899.0,4.58,9605.0,9889.0,1899.0,0.0,1.0,1.0,3.0,
3153,1,40.0,808.0,6600.0,,2.17,7856.93,261.69,7899.0,11.67,13772.0,23722.0,7899.0,1.0,2.0,1.0,0.0,P2
3154,0,40.0,638.0,4852.0,I,0.17,15760.0,18772.0,18000.0,4.25,41253.0,42715.0,18000.0,0.0,3.0,2.0,4.0,
3155,1,50.0,385.0,7900.0,E,10.17,1884.16,850.52,42414.0,10.25,108.0,1101.0,42414.0,0.0,2.0,1.0,0.0,P2
3156,0,70.0,855.0,4678.0,E,3.92,9588.0,9178.0,13239.0,1.25,0.0,0.0,13239.0,1.0,0.0,0.0,0.0,
3157,0,32.0,867.0,2360.0,E,5.33,371.0,291.0,5659.0,1.17,0.0,0.0,5659.0,0.0,0.0,2.0,0.0,
3158,1,40.0,809.0,3287.0,E,12.25,4686.72,2292.86,5499.0,6.08,1826.0,3101.0,5499.0,0.0,3.0,2.0,1.0,P2
3159,0,40.0,810.0,3353.0,I,1.5,12840.0,13215.0,16199.0,0.0,0.0,0.0,16199.0,0.0,0.0,0.0,0.0,
3160,0,24.0,781.0,1821.0,,1.17,115.0,115.0,3799.0,0.0,0.0,0.0,3799.0,0.0,0.0,0.0,0.0,
3161,0,40.0,819.0,4264.0,E,1.25,1846.0,1949.0,2399.0,0.5,59481.0,59856.0,2399.0,0.0,0.0,0.0,1.0,
3162,1,40.0,761.0,10036.0,I,0.25,59580.35,19861.31,19999.0,8.25,25333.0,72502.0,19999.0,3.0,2.0,1.0,0.0,P1
3163,1,40.0,499.0,4852.0,I,0.5,4970.09,2390.93,16999.0,14.17,16825.0,21323.0,16999.0,7.0,3.0,1.0,0.0,P1
3164,1,50.0,839.0,6186.0,E,12.5,1806.2,451.26,6099.0,7.58,30985.0,32230.0,6099.0,0.0,2.0,2.0,1.0,P2
3165,1,60.0,747.0,12918.0,I,1.58,12756.52,6053.66,120000.0,2.33,2943181.0,2967913.0,120000.0,0.0,1.0,1.0,0.0,P2
3166,0,50.0,772.0,2484.0,E,1.08,2508.0,2602.0,0.0,3.33,3758.0,3780.0,0.0,0.0,1.0,1.0,0.0,
3167,0,60.0,820.0,2103.0,E,11.67,1140.0,772.0,3519.0,0.0,0.0,0.0,3519.0,0.0,0.0,0.0,0.0,
3168,1,40.0,826.0,14533.0,E,20.67,10792.1,4461.45,21689.0,16.42,28336.0,33019.0,21689.0,2.0,1.0,1.0,0.0,P1
3169,0,40.0,387.0,1979.0,E,1.17,331.0,331.0,1399.0,1.08,4653.0,4371.0,1399.0,0.0,2.0,0.0,0.0,
3170,0,40.0,789.0,1440.0,E,0.08,842.0,690.0,1499.0,0.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,
3171,0,40.0,758.0,2136.0,E,0.25,70927.0,46342.0,499.0,0.0,368.0,0.0,499.0,0.0,0.0,0.0,1.0,
3172,1,60.0,864.0,8007.0,I,3.25,6464.24,174.73,30000.0,6.67,48262.0,57996.0,30000.0,0.0,0.0,1.0,7.0,P4
3173,0,40.0,640.0,2534.0,,2.25,5013.0,5013.0,8499.0,4.25,3430.0,3715.0,8499.0,0.0,1.0,2.0,1.0,
3174,0,70.0,749.0,5730.0,E,38.83,942.0,1080.0,13805.0,39.83,22549.0,22593.0,13805.0,0.0,2.0,0.0,3.0,
3175,0,40.0,755.0,15096.0,I,2.5,87825.0,94062.0,49000.0,6.25,136494.0,138694.0,49000.0,0.0,7.0,0.0,1.0,
3176,0,40.0,754.0,2898.0,E,2.92,18067.0,18770.0,0.0,8.75,5698.0,5153.0,0.0,0.0,2.0,1.0,1.0,
3177,1,32.0,842.0,7850.0,E,3.42,24369.91,0.0,0.0,2.92,0.0,52725.0,0.0,0.0,1.0,1.0,0.0,P2
3178,1,70.0,902.0,17647.0,,40.0,1651.35,588.56,40399.0,32.17,81693.0,84829.0,40399.0,2.0,2.0,0.0,2.0,P1
3179,1,24.0,645.0,2045.0,E,2.67,2609.86,92.98,2999.0,3.83,1895.0,10014.0,2999.0,0.0,1.0,1.0,0.0,P2
3180,0,24.0,730.0,1697.0,,0.58,1855.0,1586.0,4599.0,1.08,881.0,602.0,4599.0,0.0,2.0,0.0,0.0,
3181,0,40.0,617.0,5887.0,I,17.67,1935.0,979.0,2029.0,11.92,9732.0,9935.0,2029.0,4.0,2.0,1.0,0.0,
3182,0,24.0,554.0,1151.0,E,1.67,2475.0,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3183,0,60.0,859.0,2799.0,I,14.42,11344.0,10603.0,9149.0,0.0,0.0,0.0,9149.0,0.0,0.0,0.0,0.0,
3184,1,50.0,898.0,8347.0,E,9.25,1000.46,0.0,33500.0,20.58,774.0,8639.0,33500.0,0.0,2.0,1.0,1.0,P2
3185,1,32.0,465.0,1184.0,E,3.08,2116.51,0.0,0.0,1.67,0.0,2453.0,0.0,0.0,0.0,0.0,0.0,P1
3186,1,60.0,861.0,13862.0,I,25.33,4065.75,1912.05,56540.0,31.5,7071.0,12444.0,56540.0,5.0,7.0,1.0,4.0,P2
3187,0,40.0,843.0,3444.0,,0.33,42992.0,43407.0,0.0,11.92,10293.0,11412.0,0.0,0.0,2.0,0.0,0.0,
3188,1,50.0,842.0,5771.0,E,1.08,1279.8,60.29,4199.0,26.0,51373.0,52198.0,4199.0,2.0,0.0,1.0,6.0,P4
3189,1,60.0,843.0,5109.0,,1.5,1456.41,202.99,19199.0,17.08,994.0,6164.0,19199.0,0.0,3.0,1.0,0.0,P2
3190,0,50.0,441.0,6128.0,I,1.42,14131.0,14191.0,0.0,3.58,1136.0,1335.0,0.0,0.0,1.0,0.0,0.0,
3191,0,40.0,823.0,7684.0,I,8.5,242.0,13541.0,42000.0,11.25,45679.0,30978.0,42000.0,0.0,4.0,0.0,1.0,
3192,1,24.0,660.0,5664.0,E,2.33,9797.06,814.58,9999.0,0.17,4153.0,12143.0,9999.0,0.0,0.0,1.0,1.0,P3
3193,0,70.0,898.0,4438.0,E,23.08,973.0,1900.0,15249.0,2.25,0.0,0.0,15249.0,0.0,0.0,1.0,0.0,
3194,1,40.0,818.0,11684.0,,13.17,10233.59,3051.86,50880.0,13.0,46520.0,73698.0,50880.0,2.0,3.0,1.0,0.0,P2
3195,1,70.0,780.0,3006.0,E,5.17,2268.55,968.91,3159.0,3.33,22479.0,35497.0,3159.0,0.0,0.0,0.0,1.0,P4
3196,0,50.0,892.0,14301.0,I,3.5,6087.0,6186.0,80309.0,0.0,0.0,0.0,80309.0,0.0,0.0,0.0,0.0,
3197,0,50.0,808.0,1565.0,,0.5,702.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3198,0,32.0,622.0,1175.0,E,1.17,1309.0,1223.0,1299.0,2.58,1622.0,1643.0,1299.0,0.0,1.0,0.0,0.0,
3199,0,40.0,437.0,1739.0,E,0.83,711.0,711.0,3059.0,5.67,3677.0,3641.0,3059.0,0.0,2.0,0.0,0.0,
3200,0,32.0,861.0,3486.0,E,4.25,5123.0,6045.0,17999.0,0.0,0.0,0.0,17999.0,0.0,0.0,0.0,0.0,
3201,1,60.0,866.0,14972.0,E,35.17,1589.9,587.85,37899.0,14.08,55528.0,58173.0,37899.0,0.0,4.0,1.0,0.0,P2
3202,1,40.0,223.0,2997.0,I,1.75,23778.74,7963.44,10000.0,0.0,0.0,16089.0,10000.0,0.0,0.0,0.0,0.0,P1
3203,1,32.0,807.0,8330.0,E,2.83,2043.21,455.95,40030.0,0.42,0.0,2599.0,40030.0,2.0,1.0,0.0,0.0,P1
3204,0,40.0,689.0,5225.0,I,2.0,30564.0,32941.0,48000.0,6.17,3202.0,3942.0,48000.0,1.0,0.0,1.0,0.0,
3205,0,24.0,306.0,1937.0,E,1.83,6720.0,6720.0,0.0,1.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
3206,1,32.0,713.0,5192.0,,1.17,1401.94,4.23,11999.0,5.25,24178.0,26248.0,11999.0,0.0,6.0,2.0,0.0,P2
3207,0,50.0,866.0,4894.0,E,8.67,385.0,460.0,37500.0,0.42,22194.0,23381.0,37500.0,0.0,0.0,0.0,2.0,
3208,0,70.0,891.0,3146.0,E,21.5,3971.0,3151.0,14799.0,2.83,7604.0,4884.0,14799.0,0.0,0.0,2.0,0.0,
3209,1,50.0,844.0,15974.0,I,0.25,3615.03,1620.4,11999.0,10.92,75384.0,81951.0,11999.0,0.0,6.0,3.0,2.0,P2
3210,0,32.0,801.0,10119.0,E,5.0,42187.0,42187.0,0.0,8.08,46455.0,48971.0,0.0,1.0,3.0,2.0,0.0,
3211,1,70.0,806.0,34052.0,I,31.08,9331.36,3508.45,10049.0,29.83,247728.0,255040.0,10049.0,0.0,6.0,0.0,1.0,P2
3212,0,50.0,767.0,3105.0,E,4.5,5422.0,2497.0,7299.0,0.0,0.0,0.0,7299.0,0.0,0.0,0.0,0.0,
3213,1,40.0,774.0,8463.0,E,13.0,19674.48,2363.16,29150.0,11.42,46582.0,71342.0,29150.0,0.0,1.0,1.0,3.0,P4
3214,1,40.0,821.0,13953.0,I,1.08,2649.67,1258.64,11999.0,13.42,52128.0,53881.0,11999.0,0.0,4.0,0.0,3.0,P2
3215,0,40.0,844.0,1275.0,E,1.25,9916.0,10006.0,0.0,2.33,1783.0,1835.0,0.0,0.0,1.0,0.0,0.0,
3216,0,32.0,486.0,21969.0,I,8.17,52763.0,45732.0,43999.0,7.0,564490.0,561691.0,43999.0,0.0,15.0,0.0,4.0,
3217,1,24.0,723.0,7188.0,E,0.58,1629.79,147.97,3000.0,1.75,3994.0,6152.0,3000.0,0.0,3.0,0.0,0.0,P2
3218,0,32.0,860.0,3817.0,I,2.0,20083.0,7050.0,7300.0,3.0,1966.0,14614.0,7300.0,0.0,1.0,2.0,0.0,
3219,1,40.0,673.0,3345.0,E,3.5,8022.59,264.47,8009.0,17.75,4254.0,27782.0,8009.0,0.0,2.0,0.0,0.0,P2
3220,1,32.0,767.0,2890.0,E,0.67,3613.01,1283.95,3599.0,0.17,8127.0,11658.0,3599.0,0.0,0.0,0.0,3.0,P4
3221,0,32.0,703.0,2765.0,E,5.75,2989.0,3554.0,4079.0,3.58,0.0,0.0,4079.0,0.0,1.0,0.0,0.0,
3222,0,40.0,823.0,9241.0,E,18.92,13216.0,11685.0,55890.0,10.92,69.0,69.0,55890.0,0.0,0.0,1.0,0.0,
3223,0,70.0,782.0,15386.0,P,16.17,9968.0,2702.0,19700.0,12.75,50987.0,50930.0,19700.0,2.0,2.0,4.0,3.0,
3224,1,24.0,771.0,3792.0,E,0.75,2211.43,1036.34,5000.0,4.42,18998.0,19643.0,5000.0,0.0,1.0,0.0,2.0,P4
3225,1,32.0,789.0,6111.0,E,0.17,10941.99,1867.01,10999.0,2.5,515.0,10366.0,10999.0,0.0,1.0,1.0,0.0,P2
3226,0,70.0,884.0,14135.0,E,43.25,15837.0,17031.0,98200.0,17.25,1634.0,1634.0,98200.0,0.0,0.0,2.0,3.0,
3227,0,50.0,847.0,7519.0,E,14.5,35206.0,32460.0,23400.0,13.08,44389.0,45172.0,23400.0,0.0,1.0,1.0,0.0,
3228,1,32.0,698.0,4695.0,E,3.67,7000.33,100.04,16899.0,6.67,43963.0,55241.0,16899.0,0.0,6.0,1.0,2.0,P2
3229,0,40.0,548.0,2335.0,E,5.0,3185.0,3061.0,3699.0,12.67,22615.0,22615.0,3699.0,0.0,2.0,1.0,0.0,
3230,0,70.0,793.0,3966.0,E,10.17,1817.0,1886.0,2129.0,12.0,3404.0,3767.0,2129.0,0.0,0.0,1.0,0.0,
3231,0,32.0,413.0,1714.0,E,1.5,21320.0,21680.0,0.0,6.83,3452.0,3452.0,0.0,0.0,0.0,1.0,0.0,
3232,0,32.0,486.0,13407.0,I,5.75,64603.0,68712.0,85810.0,10.58,4059.0,4620.0,85810.0,0.0,2.0,0.0,0.0,
3233,0,50.0,825.0,18293.0,E,9.33,4193.0,5090.0,10999.0,15.17,250553.0,254062.0,10999.0,0.0,7.0,0.0,4.0,
3234,1,32.0,807.0,10260.0,E,5.25,1815.59,0.0,10000.0,3.58,19084.0,21535.0,10000.0,0.0,4.0,0.0,0.0,P2
3235,0,40.0,695.0,14309.0,E,11.92,56314.0,62192.0,58450.0,6.33,98518.0,99740.0,58450.0,1.0,6.0,0.0,0.0,
3236,0,24.0,731.0,1912.0,E,2.42,3058.0,2371.0,3099.0,1.25,7116.0,7279.0,3099.0,1.0,2.0,0.0,0.0,
3237,0,32.0,306.0,1962.0,E,6.5,1298.0,1300.0,999.0,1.33,27010.0,27192.0,999.0,0.0,0.0,0.0,1.0,
3238,0,24.0,743.0,1606.0,E,5.42,9076.0,9162.0,799.0,2.25,1594.0,1832.0,799.0,0.0,1.0,1.0,1.0,
3239,1,60.0,884.0,8521.0,I,0.17,8284.49,2717.83,27699.0,10.75,3099.0,12279.0,27699.0,0.0,1.0,1.0,0.0,P2
3240,0,70.0,691.0,4620.0,I,23.75,15878.0,14864.0,25450.0,16.17,5816.0,6032.0,25450.0,4.0,0.0,1.0,0.0,
3241,1,50.0,784.0,9001.0,E,6.58,2078.4,99.44,20899.0,9.08,4747.0,11062.0,20899.0,4.0,3.0,1.0,4.0,P1
3242,1,40.0,781.0,9134.0,E,0.17,11880.4,48.7,18399.0,13.25,65831.0,78474.0,18399.0,4.0,2.0,1.0,2.0,P1
3243,1,40.0,852.0,2997.0,E,7.33,15569.83,1305.32,6699.0,0.0,0.0,15998.0,6699.0,0.0,0.0,0.0,0.0,P1
3244,0,24.0,777.0,1540.0,E,3.0,551.0,671.0,699.0,2.33,1035.0,1361.0,699.0,0.0,1.0,1.0,0.0,
3245,1,60.0,811.0,13821.0,I,25.33,11290.52,3578.09,62710.0,8.33,63737.0,74568.0,62710.0,0.0,0.0,1.0,5.0,P4
3246,0,40.0,663.0,2053.0,E,12.83,516.0,541.0,624.0,9.75,1344.0,1525.0,624.0,0.0,1.0,0.0,1.0,
3247,0,32.0,655.0,3163.0,I,0.33,2620.0,2697.0,2699.0,1.58,16795.0,16749.0,2699.0,0.0,2.0,1.0,0.0,
3248,1,24.0,731.0,5316.0,,0.42,12317.82,2528.55,11299.0,1.83,22588.0,96550.0,11299.0,0.0,3.0,0.0,0.0,P2
3249,1,60.0,821.0,7138.0,,10.5,2359.34,944.89,23000.0,10.33,18006.0,23630.0,23000.0,0.0,1.0,3.0,0.0,P3
3250,0,40.0,702.0,2434.0,E,0.25,1888.0,1772.0,5499.0,0.67,2679.0,372.0,5499.0,1.0,0.0,0.0,0.0,
3251,1,32.0,707.0,5506.0,E,1.67,3792.73,1584.12,11999.0,4.83,1128.0,2532.0,11999.0,5.0,2.0,1.0,0.0,P1
3252,1,60.0,873.0,20471.0,,21.42,3295.62,1633.89,35000.0,29.58,23609.0,58758.0,35000.0,0.0,3.0,1.0,0.0,P2
3253,0,50.0,623.0,7337.0,I,0.25,3335.0,36.0,40000.0,12.58,176.0,496.0,40000.0,0.0,0.0,2.0,1.0,
3254,1,40.0,755.0,8032.0,E,8.08,12919.24,3037.87,16670.0,7.58,20416.0,29487.0,16670.0,2.0,0.0,1.0,1.0,P1
3255,1,50.0,673.0,3279.0,E,15.0,1434.09,27.39,5999.0,12.67,10250.0,11337.0,5999.0,0.0,1.0,2.0,0.0,P3
3256,1,32.0,797.0,6111.0,E,1.83,53399.04,14762.22,87899.0,5.33,146367.0,185043.0,87899.0,5.0,6.0,0.0,0.0,P2
3257,0,50.0,711.0,2343.0,E,1.42,30780.0,30787.0,0.0,4.83,4586.0,5236.0,0.0,0.0,3.0,0.0,0.0,
3258,1,40.0,873.0,12918.0,E,17.17,33264.23,4912.64,74440.0,18.58,44503.0,97875.0,74440.0,1.0,0.0,1.0,0.0,P1
3259,1,40.0,748.0,12297.0,E,2.83,16592.64,5619.43,4999.0,10.5,46841.0,76214.0,4999.0,4.0,1.0,0.0,0.0,P1
3260,1,32.0,825.0,3859.0,E,1.58,3840.9,300.71,21099.0,5.33,9295.0,13187.0,21099.0,1.0,0.0,1.0,3.0,P4
3261,1,60.0,684.0,24421.0,I,14.33,0.0,0.0,242550.0,11.75,105103.0,103336.0,242550.0,1.0,5.0,2.0,0.0,P2
3262,0,32.0,699.0,2542.0,E,3.0,20023.0,20102.0,2699.0,0.67,12796.0,12886.0,2699.0,2.0,1.0,0.0,0.0,
3263,1,40.0,873.0,3014.0,E,3.17,21554.54,983.91,13200.0,3.17,1026.0,22532.0,13200.0,0.0,1.0,1.0,0.0,P2
3264,0,24.0,400.0,1407.0,E,2.92,1407.0,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3265,0,40.0,767.0,3213.0,E,0.67,46706.0,47325.0,799.0,10.42,5975.0,6049.0,799.0,0.0,0.0,2.0,3.0,
3266,0,40.0,720.0,2500.0,E,4.67,3730.0,3589.0,3599.0,4.17,56643.0,56370.0,3599.0,1.0,0.0,0.0,1.0,
3267,0,24.0,824.0,1399.0,I,0.67,18014.0,3159.0,1499.0,0.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,
3268,1,60.0,818.0,26209.0,P,37.5,40407.65,18843.34,77589.0,14.17,135160.0,176084.0,77589.0,0.0,7.0,0.0,1.0,P2
3269,0,32.0,669.0,2981.0,E,1.67,9076.0,10698.0,0.0,6.75,7475.0,3141.0,0.0,0.0,2.0,0.0,1.0,
3270,0,50.0,879.0,3436.0,E,3.42,20035.0,20791.0,14499.0,0.0,0.0,0.0,14499.0,0.0,0.0,0.0,0.0,
3271,0,40.0,685.0,4629.0,E,15.92,22513.0,18947.0,34500.0,8.83,15684.0,15331.0,34500.0,2.0,0.0,1.0,0.0,
3272,0,32.0,644.0,1672.0,I,0.08,7090.0,7090.0,0.0,3.08,118.0,118.0,0.0,0.0,1.0,0.0,0.0,
3273,1,60.0,821.0,4637.0,E,0.25,5499.74,633.06,30000.0,9.17,7972.0,10439.0,30000.0,2.0,0.0,2.0,1.0,P1
3274,0,40.0,430.0,2832.0,E,4.08,3893.0,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3275,0,24.0,390.0,2227.0,E,6.25,4731.0,4565.0,4499.0,2.5,0.0,1245.0,4499.0,0.0,0.0,0.0,0.0,
3276,1,32.0,779.0,3734.0,E,1.0,9159.33,0.0,8999.0,4.92,39389.0,73059.0,8999.0,0.0,3.0,0.0,1.0,P2
3277,1,60.0,714.0,5978.0,I,4.58,10789.21,3517.98,18799.0,11.67,6102.0,19101.0,18799.0,0.0,1.0,2.0,0.0,P3
3278,0,40.0,835.0,3378.0,E,0.17,3856.0,4024.0,11999.0,13.08,5495.0,5560.0,11999.0,0.0,4.0,1.0,0.0,
3279,1,40.0,778.0,13490.0,I,0.92,3557.4,1747.8,31199.0,4.58,7179.0,8582.0,31199.0,0.0,2.0,0.0,1.0,P2
3280,0,24.0,779.0,24636.0,I,12.42,24313.0,28956.0,31520.0,15.42,115572.0,127739.0,31520.0,1.0,4.0,0.0,7.0,
3281,1,32.0,334.0,12446.0,E,2.0,1450.99,315.29,37799.0,4.33,15564.0,17724.0,37799.0,1.0,1.0,0.0,0.0,P1
3282,0,50.0,882.0,34888.0,E,11.83,4382.0,4664.0,75800.0,11.33,183165.0,185337.0,75800.0,1.0,6.0,0.0,0.0,
3283,0,32.0,794.0,2467.0,I,1.83,1190.0,1054.0,1999.0,5.67,649.0,248.0,1999.0,0.0,3.0,1.0,0.0,
3284,1,40.0,834.0,2716.0,E,18.33,6156.16,354.13,29489.0,12.33,1740.0,10094.0,29489.0,0.0,0.0,2.0,2.0,P3
3285,0,50.0,779.0,5399.0,I,0.25,6419.0,8813.0,9399.0,8.5,37693.0,36820.0,9399.0,0.0,1.0,1.0,2.0,
3286,0,32.0,776.0,2534.0,E,3.08,3565.0,3596.0,10999.0,0.0,0.0,0.0,10999.0,0.0,0.0,0.0,0.0,
3287,0,40.0,828.0,4024.0,E,6.08,50.0,295.0,29699.0,0.75,0.0,0.0,29699.0,0.0,0.0,1.0,0.0,
3288,1,60.0,897.0,28106.0,E,34.75,15893.26,7805.61,51800.0,12.75,200013.0,207200.0,51800.0,2.0,9.0,0.0,0.0,P2
3289,0,32.0,836.0,3618.0,E,0.83,2178.0,2069.0,7937.0,0.33,3279.0,3279.0,7937.0,0.0,0.0,1.0,0.0,
3290,0,24.0,803.0,1424.0,,0.58,339.0,405.0,1799.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0,0.0,
3291,0,60.0,866.0,9970.0,E,8.33,4449.0,4960.0,28030.0,3.58,0.0,0.0,28030.0,0.0,0.0,0.0,0.0,
3292,0,50.0,851.0,1780.0,E,7.92,588.0,646.0,3199.0,0.0,0.0,0.0,3199.0,0.0,0.0,0.0,0.0,
3293,1,40.0,901.0,9904.0,E,5.58,2678.28,0.0,34000.0,8.92,95253.0,98142.0,34000.0,0.0,6.0,2.0,0.0,P2
3294,1,40.0,845.0,12314.0,,8.25,8699.22,2511.22,42000.0,9.42,12199.0,22815.0,42000.0,0.0,2.0,3.0,1.0,P3
3295,1,40.0,404.0,5647.0,,5.75,4298.59,1996.61,5699.0,3.92,0.0,32713.0,5699.0,0.0,0.0,0.0,0.0,P1
3296,0,40.0,742.0,2235.0,E,0.42,20829.0,19946.0,3099.0,0.0,0.0,0.0,3099.0,0.0,0.0,0.0,0.0,
3297,1,24.0,815.0,3411.0,E,0.08,12059.18,592.96,0.0,3.42,6409.0,25543.0,0.0,0.0,4.0,0.0,0.0,P2
3298,0,24.0,729.0,1457.0,I,0.42,395.0,488.0,0.0,1.08,1929.0,2364.0,0.0,0.0,1.0,1.0,0.0,
3299,1,60.0,622.0,4811.0,E,2.5,47730.05,0.0,0.0,6.58,21955.0,82531.0,0.0,0.0,0.0,2.0,1.0,P3
3300,0,50.0,765.0,8893.0,I,0.08,4288.0,4344.0,0.0,3.17,66085.0,45689.0,0.0,0.0,2.0,1.0,2.0,
3301,0,40.0,534.0,2906.0,E,2.25,7789.0,7881.0,7799.0,1.67,2449.0,2449.0,7799.0,0.0,0.0,0.0,2.0,
3302,1,60.0,845.0,9473.0,E,0.0,23386.2,350.0,7399.0,5.75,2503.0,26208.0,7399.0,0.0,4.0,1.0,0.0,P2
3303,1,40.0,831.0,6790.0,E,5.0,3353.72,898.48,11299.0,5.0,60545.0,68069.0,11299.0,0.0,2.0,1.0,5.0,P4
3304,1,70.0,875.0,2558.0,E,32.08,8339.75,3117.7,9999.0,7.92,23064.0,27083.0,9999.0,0.0,1.0,0.0,2.0,P4
3305,0,24.0,759.0,1424.0,,0.25,1447.0,1546.0,1999.0,6.83,0.0,0.0,1999.0,0.0,0.0,1.0,0.0,
3306,0,60.0,710.0,2153.0,,13.08,358.0,754.0,5999.0,4.33,2290.0,2290.0,5999.0,0.0,0.0,1.0,0.0,
3307,1,60.0,716.0,13639.0,I,12.5,5802.04,2492.23,24139.0,6.17,201057.0,210663.0,24139.0,0.0,0.0,1.0,2.0,P4
3308,0,32.0,786.0,2318.0,E,1.5,2981.0,2994.0,2999.0,5.83,24232.0,24782.0,2999.0,2.0,1.0,1.0,3.0,
3309,1,40.0,785.0,23104.0,E,6.67,74667.54,20419.31,149000.0,5.08,3752.0,54834.0,149000.0,1.0,3.0,1.0,0.0,P2
3310,1,40.0,793.0,41049.0,I,6.58,33555.97,8661.89,136999.0,9.5,204225.0,238823.0,136999.0,1.0,5.0,1.0,0.0,P2
3311,1,50.0,777.0,2914.0,E,0.5,1805.4,9.09,12900.0,11.83,0.0,2642.0,12900.0,0.0,0.0,1.0,1.0,P3
3312,1,32.0,837.0,10111.0,E,1.33,15356.99,2893.2,25199.0,1.58,37181.0,54815.0,25199.0,0.0,0.0,0.0,1.0,P4
3313,1,50.0,865.0,4993.0,,4.33,6834.27,965.82,7299.0,0.33,17.0,5621.0,7299.0,0.0,0.0,1.0,0.0,P3
3314,1,32.0,729.0,4504.0,E,5.08,7780.07,25.56,21899.0,6.33,48697.0,56062.0,21899.0,0.0,1.0,1.0,1.0,P2
3315,0,24.0,711.0,1854.0,E,0.75,7576.0,7818.0,0.0,2.0,4862.0,5060.0,0.0,0.0,3.0,0.0,0.0,
3316,0,40.0,754.0,2931.0,E,0.5,14302.0,14491.0,0.0,1.0,4540.0,4602.0,0.0,0.0,1.0,0.0,0.0,
3317,1,50.0,694.0,11485.0,E,1.83,9621.21,2684.19,89999.0,24.17,272586.0,280663.0,89999.0,0.0,7.0,0.0,0.0,P2
3318,0,50.0,800.0,5680.0,E,21.42,11636.0,11720.0,25199.0,15.08,34690.0,34690.0,25199.0,0.0,3.0,0.0,1.0,
3319,1,32.0,864.0,6318.0,I,3.83,8694.0,28.16,16999.0,5.17,4181.0,10317.0,16999.0,0.0,2.0,0.0,0.0,P2
